-9.391012446045256257e-02,-1.648142965113372771e-01,3.452944461649109509e-01,2.729855900496864773e-01,5.407659735897881736e-01,-8.604336163780644808e-01,1.740835615577787931e-01,-5.589078316903504096e-01
2.612575130831054984e-03,-5.980253731633636827e-01,-6.251030783164662763e-01,-9.632834765454157955e-01,8.733586031551755502e-01,6.817945045034552731e-02,-5.152179262684077887e-01,1.079640120878401666e+00
7.782953148172478963e-01,-4.283019308449509954e-01,7.656386278795547506e-02,3.818480287959889474e-01,-1.102420618356488025e-01,5.978754112091343442e-01,1.085435646611283778e+00,-5.582074360799932355e-01
6.324334509654754299e-01,-5.662785112449977287e-01,1.771142448898325727e-01,-9.404679703639974298e-01,5.249613496651784894e-01,1.745836520538158743e-01,6.208211023292531383e-01,-1.742702494041861172e-01
-5.162352835026287057e-01,7.548102384760699834e-01,2.512342973227421616e-02,-5.613264276410266929e-01,-8.880706186252054213e-01,1.902074486621600780e-01,5.542441516249564382e-01,-2.689919694125174621e-01
-7.054797242721799755e-01,6.659320879623058520e-01,-5.978987297145235691e-02,-9.623671504849745650e-01,5.555118686770950109e-01,-2.986531224518871319e-01,-5.396301276444705891e-02,-3.895460871340057363e-01
2.080456645208233202e-01,7.981947421326966996e-01,-3.407131483014395057e-01,5.341080718075225109e-01,7.817039391022144734e-01,2.678300593501416471e-01,5.892874046939486909e-01,9.978832771835171034e-01
6.258400078187000837e-01,2.536907272354692600e-01,-7.285491608378864559e-01,-2.837863770162598609e-01,5.441742382092684682e-01,2.874028272579022825e-01,-3.601946175073826861e-01,2.378797839726446983e-01
-7.090531772815865663e-01,-1.087512882448167462e+00,-4.537648491266350059e-01,-3.966577691171406794e-01,1.433318100833242958e-01,-2.485346031404163936e-01,2.309119956307524868e-01,9.392284511668199665e-01
-8.643747183408865276e-01,2.166168016872467850e-01,-9.869138129592720521e-01,6.463121225972129347e-01,8.656967424913335485e-01,-5.419315422715841567e-03,-1.094198036144949704e+00,2.938641383704711507e-01
-9.430746779641945021e-02,-3.377357289090390791e-01,5.694808961881654419e-01,4.166066557610677012e-01,5.453681203171821812e-01,1.950213574838218500e-01,-4.144490061937983749e-01,-3.296442437000496328e-01
-9.625596408923835501e-01,-1.021217834694539833e-01,-2.573048610835877437e-01,6.056331134851991038e-01,-8.386749029953628476e-01,-4.909585849561415860e-01,8.064911450509233692e-02,9.413828175215012140e-01
7.439393908375201425e-01,-1.070283400603627033e+00,1.584453595874877330e-01,-1.008146502014556356e+00,2.428538108338093582e-01,-9.101867195864651316e-01,9.966953764704831187e-01,-3.846550935448397879e-01
4.059318386888782770e-01,-1.048059636946887752e+00,-1.094846134249554126e+00,7.680004984819680525e-01,-3.154092696970056675e-01,5.866716221930688979e-01,-3.328996303307356630e-01,-6.273965857418664638e-02
-4.364298562912905521e-01,-3.654146635469654458e-01,-8.846017434057967810e-01,9.564955148098687188e-01,1.746177616172637226e-01,3.392147042475191498e-01,3.918797914471963129e-01,5.960710773692370346e-01
7.669475649416245266e-01,-5.096217670461933302e-01,-9.637957552046916287e-01,-5.952498877076639605e-01,-7.894983267788673320e-01,-9.106411009835899129e-02,1.344409945879097290e-01,2.230850720445954061e-01
-9.897475692499426714e-01,-2.992776606335185718e-01,-5.211846230999377383e-01,-5.174353722380720111e-01,3.529965693812584515e-01,-8.981168018701435329e-02,-1.015938889127305789e-01,3.032101544481236033e-01
-1.661459105315795104e-01,6.154915520075696644e-01,-4.944459010668075805e-01,-8.379364766965131661e-01,-3.903110556398502462e-01,-5.782455327978827109e-01,8.757331505352106138e-01,-5.547962151986315371e-01
-5.795995871044727910e-01,-1.313332747867369088e+00,-4.879625685301486326e-02,-9.245234533175048508e-01,1.245221922990554508e-01,-2.793276608682805362e-01,1.997506177346873857e-01,-7.747255525858144365e-01
5.426933598594332886e-02,-6.463958524081514501e-01,4.137529893733413178e-02,-8.352974802345506378e-01,1.514192891189703460e-01,3.396553112732981217e-01,8.397583016571239511e-01,-4.569843637751183629e-01
3.749283682617144398e-01,-6.562724607722081327e-01,6.520883567763084976e-01,-8.058274369068300080e-01,-4.678693040083410359e-01,-7.560988731887154923e-01,2.273665329093237930e-01,9.298556103209627832e-02
-2.572221126324287788e-01,3.834671829103681873e-01,-1.380793588822983864e-01,8.676731658503891165e-01,5.667285882955477305e-01,4.501026759182362724e-01,-9.989218355056219689e-01,8.516854343251658577e-01
-1.014577869691272394e+00,-9.004104889958706170e-01,-4.374993340192872560e-01,5.024048665961229343e-01,-3.374208045264193712e-01,-4.414173580250249640e-01,-1.090307231246331332e+00,1.641924751737321997e-01
7.566795272258651679e-03,-5.745738419161229293e-01,-4.953446650999060452e-01,-6.131810254558783813e-01,5.886310920378796663e-01,3.574251920031924490e-01,-8.140768665122993797e-02,1.099834921850205927e+00
6.897939816638081201e-01,-4.756937271016364877e-01,-2.696649584346068607e-01,-5.246747967508300636e-01,-2.857081087367049355e-01,-9.780421340072912306e-01,-3.417738918972708650e-01,5.583884788188210324e-01
-8.767752754660719239e-01,-6.164905580521446993e-01,-9.530969490932152954e-01,-6.136347891561368950e-01,-7.120684847828243624e-01,-8.623942569363972632e-01,-3.838277126467476985e-01,2.257250341606660826e-01
-6.222262047022207587e-02,-3.493263679650709386e-01,-5.718262121180903712e-01,5.248841334669751557e-01,-8.448400789047312287e-01,2.973523898053240244e-01,-2.332057479835510372e-01,-1.633101283028847384e+00
-9.583134482917857744e-01,-1.314740435002751617e+00,-6.870443163327255576e-02,-3.232704271000447216e-02,5.485463896048698995e-01,8.172710465047224870e-01,-8.518453191666894853e-01,4.288311008075562092e-01
